11.561065,48.141113,6
11.567835,48.140705,4
11.568683,48.139156,2
11.565619,48.139942,4
11.567059,48.13788,1
11.567709,48.137764,1
11.56532,48.136707,3
11.561075,48.141174,6
11.561743,48.136337,0
11.562431,48.1394,6
11.567961,48.140533,4
11.565849,48.137882,3
11.561137,48.138313,0
11.564505,48.13738,3
11.567746,48.140434,4
11.567249,48.137844,1
11.568953,48.14086,2
11.561049,48.1409,6
11.56408,48.13738,3
11.565337,48.13818,3
11.560727,48.137405,0
11.567986,48.140297,4
11.560849,48.13955,6
11.561036,48.137493,0
11.564505,48.13738,3
11.565239,48.137314,3
11.574489,48.14083,2
11.561771,48.137394,0
11.568453,48.140118,2
11.565563,48.1399,4
11.568279,48.140152,2
11.560849,48.13955,6
11.56556,48.13669,3
11.564404,48.13738,3
11.571228,48.13751,5
11.563645,48.14029,4
11.56187,48.139397,6
11.568789,48.140804,2
11.566388,48.1379,1
11.56109,48.1379,0
11.564505,48.13738,3
11.568213,48.140175,2
11.561664,48.137394,0
11.564505,48.13738,3
11.569743,48.139893,2
11.56955,48.136234,7
11.567016,48.14031,4
11.565343,48.139763,4
11.566846,48.140358,4
11.568569,48.13761,7
11.565223,48.13726,3
11.565202,48.137127,3
11.565223,48.13726,3
11.565973,48.136597,1
11.573497,48.139847,2
11.561072,48.141026,6
11.565795,48.139946,4
11.561064,48.141106,6
11.565583,48.139915,4
11.56661,48.13706,1
11.563653,48.13738,3
11.565343,48.139763,4
11.561045,48.14088,6
11.564379,48.136326,3
11.561353,48.137398,0
11.571785,48.14031,2
11.561203,48.139057,6
11.559577,48.136345,0
11.565405,48.1379,3
11.56684,48.14035,4
11.565532,48.137905,3
11.565177,48.136974,3
11.561082,48.137836,0
11.568254,48.140633,2
11.561046,48.14088,6
11.561057,48.140945,6
11.565583,48.139915,4
11.566658,48.1367,1
11.564394,48.13738,3
11.56531,48.139774,4
11.573023,48.136055,5
11.563959,48.13933,4
11.566625,48.14013,4
11.565315,48.137478,3
11.566355,48.13657,1
11.565594,48.138832,4
11.561046,48.14088,6
11.561111,48.139305,6
11.573064,48.136024,5
11.564505,48.13738,3
11.566821,48.13835,1
11.565216,48.137215,3
11.564271,48.13738,3
11.564815,48.138317,3
11.561125,48.138184,0
11.57207,48.140205,2
11.561057,48.141064,6
11.561074,48.141045,6
11.568177,48.13768,7
11.569023,48.14089,2
11.564796,48.138325,3
11.5611,48.1413,6
11.563324,48.13633,3
11.565953,48.13956,4
11.568455,48.140705,2
11.565216,48.137215,3
11.560849,48.13955,6
11.562851,48.137386,0
11.564669,48.137,3
11.565936,48.13954,4
11.572714,48.1413,2
11.564453,48.13738,3
11.570541,48.139736,2
11.565451,48.139816,4
11.565833,48.139595,4
11.564734,48.137383,3
11.570656,48.136765,5
11.562574,48.140625,6
11.561361,48.13942,6
11.569129,48.14091,2
11.568573,48.137608,7
11.559259,48.139183,6
11.565149,48.136642,3
11.56108,48.137825,0
11.565163,48.13641,3
11.56607,48.137863,1
11.565223,48.137257,3
11.561037,48.1375,0
11.569026,48.14089,2
11.561066,48.14112,6
11.564833,48.137486,3
11.564375,48.13738,3
11.569129,48.14091,2
11.561008,48.140507,6
11.563231,48.13633,3
11.563738,48.13738,3
11.565189,48.137047,3
11.56425,48.13738,3
11.568271,48.13632,7
11.565288,48.13761,3
11.561068,48.141132,6
11.565232,48.137505,3
11.561064,48.141106,6
11.567835,48.140705,4
11.565515,48.139866,4
11.568169,48.137684,7
11.568766,48.137573,7
11.561057,48.141064,6
11.56594,48.13969,4
11.561064,48.141106,6
11.565675,48.139984,4
11.566758,48.13829,1
11.565344,48.139763,4
11.572246,48.137005,5
11.561183,48.13883,6
11.571246,48.14052,2
11.566633,48.136833,1
11.566732,48.138206,1
11.563829,48.13738,3
11.573714,48.140034,2
11.561057,48.141064,6
11.560867,48.13968,6
11.571156,48.13738,5
11.564501,48.13738,3
11.560932,48.1374,0
11.570486,48.14064,2
11.565163,48.13641,3
11.572214,48.140167,2
11.561172,48.138702,0
11.559027,48.13635,0
11.565532,48.138508,3
11.566512,48.140514,4
11.564832,48.13748,3
11.561055,48.137413,0
11.573082,48.13994,2
11.561057,48.141064,6
11.561042,48.140728,6
11.569359,48.13746,7
11.56835,48.140137,2
11.565583,48.139915,4
11.565277,48.13752,3
11.564388,48.13738,3
11.565343,48.136707,3
11.566608,48.1379,1
11.571178,48.14053,2
11.561057,48.141064,6
11.565557,48.139244,4
11.561064,48.141106,6
11.56098,48.140324,6
11.565573,48.139908,4
11.565394,48.136703,3
11.564404,48.13738,3
11.5712,48.137417,5
11.563325,48.14039,6
11.561561,48.13941,6
11.568942,48.140858,2
11.566597,48.13793,1
11.561068,48.137733,0
11.565295,48.137962,3
11.564404,48.13738,3
11.565307,48.136707,3
11.566599,48.13754,1
11.571646,48.140377,2
11.569462,48.137436,7
11.565244,48.136765,3
11.565385,48.136703,3
11.558918,48.137424,0
11.566969,48.14029,4
11.560931,48.14014,6
11.561123,48.13816,0
11.564505,48.13738,3
11.565202,48.137127,3
11.566046,48.13977,4
11.561064,48.141106,6
11.565587,48.13992,4
11.566741,48.138237,1
11.565343,48.139763,4
11.570489,48.137447,5
11.56518,48.13699,3
11.563139,48.137383,3
11.564247,48.13838,3
11.57255,48.136986,5
11.56116,48.138573,0
11.571586,48.140408,2
11.56107,48.141144,6
11.561074,48.141045,6
11.567566,48.137787,1
11.568953,48.14086,2
11.561045,48.14088,6
11.561064,48.141106,6
11.567835,48.140705,4
11.565515,48.139866,4
11.567945,48.137722,7
11.568554,48.13761,7
11.56532,48.136707,3
11.565558,48.13669,3
11.566024,48.13962,4
11.561045,48.14088,6
11.561178,48.13877,0
11.570404,48.13656,5
11.565903,48.139507,4
11.56544,48.13981,4
11.566846,48.140358,4
11.567118,48.137867,1
11.565223,48.13726,3
11.56519,48.137054,3
11.56098,48.1374,0
11.560969,48.14025,6
11.560995,48.140423,6
11.561091,48.14126,6
11.574534,48.13531,5
11.563242,48.138462,3
11.56493,48.136555,3
11.565529,48.13849,3
11.5603,48.13634,0
11.566196,48.1398,4
11.564404,48.13738,3
11.57112,48.13708,5
11.562642,48.14061,6
11.561361,48.13942,6
11.568953,48.14086,2
11.567647,48.137775,1
11.56106,48.141045,6
11.567355,48.137825,1
11.562642,48.14061,6
11.561361,48.13942,6
11.573252,48.135895,5
11.563401,48.13936,6
11.566957,48.14032,4
11.565379,48.13765,3
11.561188,48.138885,6
11.564505,48.13738,3
11.561057,48.141064,6
11.565748,48.139503,4
11.561064,48.141106,6
11.565934,48.140186,4
11.566791,48.138397,1
11.565356,48.139763,4
11.570201,48.13734,7
11.570782,48.137424,5
11.565262,48.137352,3
11.565169,48.136917,3
11.566135,48.13971,4
11.561042,48.14086,6
11.561172,48.138702,0
11.573133,48.13563,5
11.564505,48.13738,3
11.565202,48.137127,3
11.573602,48.13989,2
11.561043,48.137543,0
11.566755,48.14018,4
11.566712,48.13656,1
11.561197,48.139122,6
11.565837,48.139492,4
11.561068,48.141132,6
11.564833,48.137486,3
11.561075,48.141174,6
11.564274,48.13738,3
11.568064,48.136353,7
11.565369,48.137856,3
11.561068,48.141132,6
11.564855,48.1376,3
11.561075,48.141174,6
11.562536,48.136333,0
11.566292,48.13983,4
11.565265,48.137356,3
11.564505,48.13738,3
11.559803,48.136345,0
11.566682,48.140167,4
11.566428,48.137905,1
11.56516,48.13686,3
11.56276,48.137386,0
11.564031,48.138397,3
11.561057,48.141064,6
11.560867,48.139675,6
11.57155,48.137096,5
11.565065,48.137398,3
11.561072,48.1374,0
11.565472,48.135487,1
11.571033,48.140553,2
11.560859,48.139507,6
11.56054,48.13634,0
11.564557,48.13738,3
11.563556,48.13633,3
11.56319,48.137383,3
11.565194,48.137077,3
11.565283,48.136715,3
11.560185,48.13741,0
11.567736,48.140434,4
11.56085,48.13955,6
11.561229,48.136337,0
11.567737,48.140434,4
11.565427,48.138634,3
11.564545,48.13738,3
11.565365,48.137535,3
11.566611,48.137054,1
11.563388,48.137383,3
11.573721,48.139877,2
11.561057,48.141064,6
11.560867,48.13968,6
11.559465,48.136345,0
11.565437,48.138027,3
11.569581,48.140793,2
11.561057,48.141064,6
11.565242,48.13759,3
11.561064,48.141106,6
11.567835,48.140705,4
11.565515,48.139866,4
11.565505,48.13859,3
11.563923,48.13738,3
11.560849,48.13955,6
11.562492,48.13739,0
11.564718,48.13723,3
11.565833,48.13943,4
11.565583,48.139915,4
11.565916,48.1366,1
11.564404,48.13738,3
11.564292,48.140087,4
11.57385,48.13548,5
11.562343,48.1394,6
11.571014,48.13701,5
11.565509,48.138393,3
11.570734,48.13889,2
11.565451,48.139816,4
11.566544,48.140156,4
11.566067,48.137863,1
11.565223,48.13726,3
11.56532,48.136707,3
11.560071,48.137413,0
11.561045,48.14088,6
11.567584,48.140404,4
11.570761,48.136837,5
11.5656,48.138878,4
11.565451,48.139816,4
11.566845,48.140358,4
11.566486,48.137917,1
11.5656,48.139927,4
11.565293,48.137398,3
11.569207,48.13613,7
11.572493,48.13703,5
11.565223,48.13726,3
11.561068,48.141132,6
11.564587,48.13835,3
11.563583,48.13633,3
11.565947,48.139557,4
11.5587,48.13635,0
11.567997,48.140545,4
11.565216,48.137215,3
11.565241,48.136814,3
11.564404,48.13738,3
11.57131,48.137306,5
11.562841,48.140545,6
11.561364,48.13942,6
11.568953,48.14086,2
11.566911,48.1379,1
11.56104,48.13752,0
11.564505,48.13738,3
11.568774,48.140064,2
11.565278,48.137375,3
11.561068,48.141132,6
11.564923,48.13797,3
11.561075,48.141174,6
11.562908,48.136333,0
11.566043,48.139637,4
11.567145,48.137863,1
11.568953,48.14086,2
11.56915,48.137505,7
11.565311,48.136707,3
11.565448,48.1367,3
11.566681,48.140125,4
11.561012,48.140533,6
11.561142,48.13837,0
11.572387,48.135315,5
11.564505,48.13738,3
11.565202,48.137127,3
11.573914,48.140125,2
11.569987,48.140724,2
11.561057,48.141064,6
11.565299,48.137985,3
11.561064,48.141106,6
11.567835,48.140705,4
11.565515,48.139866,4
11.568708,48.137585,7
11.569258,48.13748,7
11.565287,48.136715,3
11.565442,48.1367,3
11.56679,48.140205,4
11.560993,48.14041,6
11.561068,48.141132,6
11.564841,48.137527,3
11.564504,48.13738,3
11.564902,48.137856,3
11.561075,48.137783,0
11.572601,48.140064,2
11.561057,48.141064,6
11.561067,48.140995,6
11.568495,48.14011,2
11.565905,48.139664,4
11.565318,48.1375,3
11.565468,48.1379,3
11.566481,48.136562,1
11.566583,48.13786,1
11.565321,48.136707,3
11.559343,48.13742,0
11.573609,48.139893,2
11.561045,48.14088,6
11.561053,48.140923,6
11.565583,48.139915,4
11.560849,48.13955,6
11.561447,48.137398,0
11.564505,48.13738,3
11.565568,48.138687,4
11.573429,48.141117,2
11.563882,48.13738,3
11.564828,48.136505,3
11.561042,48.13754,0
